waypoint,x,y
1632,-158.665633,-172.097714
1633,-158.556641,-172.246653
1634,-158.424281,-172.375273
1635,-158.272281,-172.479954
1636,-158.104919,-172.557749
1637,-157.926906,-172.606467
1638,-157.743254,-172.624738
1639,-157.559131,-172.612046
1640,-157.379722,-172.568750
1641,-157.210077,-172.496069
1642,-157.054972,-172.396047
1643,-156.918772,-172.271501
1644,-156.805312,-172.125936
1645,-156.717786,-171.963452
1646,-156.658657,-171.788621
1647,-151.715338,-171.447884
1648,-151.620708,-171.610280
1649,-151.499812,-171.754195
1650,-151.356180,-171.875428
1651,-151.194006,-171.970438
1652,-151.018024,-172.036452
1653,-150.833373,-172.071542
1654,-150.645443,-172.074684
1655,-150.459722,-172.045787
1656,-150.281632,-171.985693
1657,-150.116372,-171.896158
1658,-149.968767,-171.779795
1659,-149.843127,-171.640002
1660,-149.743121,-171.480861
1661,-149.671667,-171.307017
1662,-144.677853,-170.962800
1663,-144.570754,-171.121706
1664,-144.437703,-171.259615
1665,-144.282737,-171.372340
1666,-144.110560,-171.456462
1667,-143.926397,-171.509426
1668,-143.735836,-171.529626
1669,-143.544661,-171.516449
1670,-143.358675,-171.470294
1671,-143.183520,-171.392562
1672,-143.024513,-171.285613
1673,-142.886480,-171.152691
1674,-142.773609,-170.997832
1675,-142.689325,-170.825734
1676,-137.635229,-170.477362
1677,-137.525429,-170.620661
1678,-137.393670,-170.744071
1679,-137.243499,-170.844269
1680,-137.078962,-170.918554
1681,-136.904491,-170.964927
1682,-136.724784,-170.982138
1683,-136.544683,-170.969724
1684,-136.369037,-170.928019
1685,-136.202579,-170.858146
1686,-136.049790,-170.761988
1687,-135.914787,-170.642134
1688,-135.801207,-170.501813
1689,-135.712107,-170.344803
1690,-130.586973,-169.991535
1691,-130.465818,-170.128766
1692,-130.323583,-170.244004
1693,-130.164206,-170.334058
1694,-129.992102,-170.396434
1695,-129.812036,-170.429404
1696,-129.628996,-170.432056
1697,-129.448051,-170.404315
1698,-129.274211,-170.346951
1699,-129.112293,-170.261551
1700,-128.966779,-170.150481
1701,-128.841701,-170.016818
1702,-128.740521,-169.864262
1703,-123.532430,-169.505275
1704,-123.399959,-169.635049
1705,-123.247570,-169.740726
1706,-123.079594,-169.819301
1707,-122.900806,-169.868543
1708,-122.716286,-169.887050
1709,-122.531280,-169.874298
1710,-122.351045,-169.830648
1711,-122.180704,-169.757342
1712,-122.025098,-169.656462
1713,-121.888650,-169.530877
1714,-121.775237,-169.384154
1715,-116.470414,-169.018500
1716,-116.326933,-169.139042
1717,-116.165072,-169.233480
1718,-115.989531,-169.299074
1719,-115.805402,-169.333919
1720,-115.618031,-169.337004
1721,-115.432856,-169.308239
1722,-115.255250,-169.248461
1723,-115.090368,-169.159402
1724,-114.942996,-169.043649
1725,-114.817410,-168.904561
1726,-109.399489,-168.531111
1727,-109.245807,-168.640221
1728,-109.075755,-168.721494
1729,-108.894324,-168.772545
1730,-108.706842,-168.791873
1731,-108.518812,-168.778913
1732,-108.335754,-168.734043
1733,-108.163044,-168.658582
1734,-108.005751,-168.554746
1735,-107.868493,-168.425581
1736,-102.317306,-168.042945
1737,-102.155217,-168.137801
1738,-101.979354,-168.203701
1739,-101.794844,-168.238725
1740,-101.607066,-168.241851
1741,-101.421492,-168.212990
1742,-101.243533,-168.152982
1743,-101.078375,-168.063575
1744,-100.930833,-167.947378
1745,-95.220008,-167.553738
1746,-95.053314,-167.630690
1747,-94.876143,-167.678844
1748,-94.693430,-167.696860
1749,-94.510266,-167.684234
1750,-94.331753,-167.641320
1751,-94.162865,-167.569313
1752,-94.008305,-167.470217
1753,-88.099283,-167.062916
1754,-87.936620,-167.117036
1755,-87.767524,-167.145225
1756,-87.596101,-167.146799
1757,-87.426516,-167.121720
1758,-87.262887,-167.070596
1759,-87.109188,-166.994671
1760,-11.173202,-161.760507
1761,-11.241967,-160.762874
1762,-16.672047,-161.137162
1763,-16.774371,-161.281127
1764,-16.898416,-161.406860
1765,-17.040987,-161.511119
1766,-17.198406,-161.591216
1767,-17.366615,-161.645085
1768,-17.541277,-161.671338
1769,-17.717890,-161.669298
1770,-17.891899,-161.639017
1771,-18.058819,-161.581277
1772,-18.214346,-161.497566
1773,-18.354470,-161.390042
1774,-18.475578,-161.261477
1775,-23.640562,-161.617492
1776,-23.740180,-161.778545
1777,-23.865945,-161.920125
1778,-24.014131,-162.038036
1779,-24.180343,-162.128783
1780,-24.359658,-162.189678
1781,-24.546760,-162.218914
1782,-24.736103,-162.215625
1783,-24.922077,-162.179910
1784,-25.099169,-162.112826
1785,-25.262131,-162.016362
1786,-25.406132,-161.893377
1787,-25.526906,-161.747515
1788,-30.615090,-162.098237
1789,-30.701954,-162.262841
1790,-30.815326,-162.410445
1791,-30.951959,-162.536822
1792,-31.107943,-162.638355
1793,-31.278812,-162.712138
1794,-31.459674,-162.756057
1795,-31.645352,-162.768855
1796,-31.830529,-162.750167
1797,-32.009905,-162.700526
1798,-32.178345,-162.621355
1799,-32.331026,-162.514920
1800,-32.463577,-162.384267
1801,-32.572204,-162.233138
1802,-37.594909,-162.579346
1803,-37.669423,-162.746488
1804,-37.770616,-162.898964
1805,-37.895686,-163.032553
1806,-38.041174,-163.143559
1807,-38.203051,-163.228908
1808,-38.376838,-163.286240
1809,-38.557724,-163.313966
1810,-38.740705,-163.311320
1811,-38.920714,-163.278376
1812,-39.092771,-163.216044
1813,-39.252112,-163.126050
1814,-39.394330,-163.010884
1815,-39.515486,-162.873735
1816,-39.612228,-162.718397
1817,-44.579603,-163.060792
1818,-44.642181,-163.229606
1819,-44.731458,-163.385952
1820,-44.845043,-163.525640
1821,-44.979893,-163.644928
1822,-45.132396,-163.740622
1823,-45.298466,-163.810157
1824,-45.473654,-163.851671
1825,-45.653268,-163.864052
1826,-45.832495,-163.846967
1827,-46.006535,-163.800875
1828,-46.170725,-163.727011
1829,-46.320666,-163.627352
1830,-46.452343,-163.504570
1831,-46.562227,-163.361952
1832,-46.647376,-163.203320
1833,-51.568844,-163.542550
1834,-51.624263,-163.723280
1835,-51.709807,-163.891852
1836,-51.822951,-164.043288
1837,-51.960351,-164.173116
1838,-52.117952,-164.277503
1839,-52.291097,-164.353364
1840,-52.474675,-164.398460
1841,-52.663262,-164.411459
1842,-52.851291,-164.391977
1843,-53.033208,-164.340590
1844,-53.203640,-164.258815
1845,-53.357554,-164.149066
1846,-53.490405,-164.014586
1847,-53.598270,-163.859345
1848,-53.677962,-163.687929
1849,-58.562320,-164.024601
1850,-58.605592,-164.205032
1851,-58.678574,-164.375623
1852,-58.779191,-164.531520
1853,-58.904579,-164.668288
1854,-59.051172,-164.782035
1855,-59.214797,-164.869525
1856,-59.390799,-164.928269
1857,-59.574172,-164.956595
1858,-59.759696,-164.953696
1859,-59.942094,-164.919657
1860,-60.116176,-164.855445
1861,-60.276988,-164.762886
1862,-60.419956,-164.644616
1863,-60.541011,-164.503998
1864,-60.636709,-164.345034
1865,-60.704328,-164.172247
1866,-65.559866,-164.506932
1867,-65.591467,-164.686538
1868,-65.652308,-164.858454
1869,-65.740716,-165.017956
1870,-65.854261,-165.160659
1871,-65.989822,-165.282642
1872,-66.143674,-165.380552
1873,-66.311588,-165.451698
1874,-66.488948,-165.494124
1875,-66.670881,-165.506664
1876,-66.852385,-165.488974
1877,-67.028472,-165.441540
1878,-67.194303,-165.365665
1879,-67.345319,-165.263436
1880,-67.477370,-165.137661
1881,-67.586826,-164.991798
1882,-67.670679,-164.829855
1883,-67.726625,-164.656284
1884,-72.561342,-164.989535
1885,-72.583796,-165.178200
1886,-72.638381,-165.360186
1887,-72.723468,-165.530065
1888,-72.836518,-165.682769
1889,-72.974158,-165.813741
1890,-73.132283,-165.919075
1891,-73.306175,-165.995627
1892,-73.490646,-166.041114
1893,-73.680193,-166.054179
1894,-73.869160,-166.034433
1895,-74.051911,-165.982463
1896,-74.222993,-165.899822
1897,-74.377302,-165.788973
1898,-74.510235,-165.653225
1899,-74.617825,-165.496627
1900,-74.696863,-165.323850
1901,-74.744991,-165.140051
1902,-79.566654,-165.472401
1903,-79.577505,-165.658706
1904,-79.619693,-165.840495
1905,-79.692004,-166.012536
1906,-79.792357,-166.169878
1907,-79.917863,-166.307991
1908,-80.064911,-166.422901
1909,-80.229266,-166.511300
1910,-80.406200,-166.570643
1911,-80.590619,-166.599223
1912,-80.777215,-166.596217
1913,-80.960617,-166.561711
1914,-81.135547,-166.496699
1915,-81.296970,-166.403051
1916,-81.440239,-166.283464
1917,-81.561231,-166.141380
1918,-81.656463,-165.980887
1919,-81.723195,-165.806605
1920,-81.759505,-165.623551
1921,-86.575756,-165.955529
1922,-86.608187,-165.768603
1923,-86.672255,-165.590030
1924,-86.766054,-165.425121
1925,-86.886794,-165.278783
1926,-87.030884,-165.155368
1927,-87.194037,-165.058547
1928,-87.371399,-164.991200
1929,-87.557696,-164.955331
1930,-87.747385,-164.952007
1931,-87.934825,-164.981326
1932,-88.114438,-165.042417
1933,-88.280883,-165.133462
1934,-88.429209,-165.251752
1935,-88.555002,-165.393770
1936,-88.654522,-165.555291
1937,-88.724807,-165.731510
1938,-88.763768,-165.917184
1939,-88.770245,-166.106792
1940,-93.588641,-166.438918
1941,-93.629777,-166.261048
1942,-93.699764,-166.092432
1943,-93.796675,-165.937714
1944,-93.917842,-165.801155
1945,-94.059926,-165.686518
1946,-94.219013,-165.596959
1947,-94.390722,-165.534945
1948,-94.570323,-165.502186
1949,-94.752868,-165.499583
1950,-94.933330,-165.527208
1951,-95.106737,-165.584299
1952,-95.268314,-165.669286
1953,-95.413609,-165.779825
1954,-95.538620,-165.912873
1955,-95.639904,-166.064765
1956,-95.714671,-166.231317
1957,-95.760861,-166.407941
1958,-95.777203,-166.589772
1959,-100.605319,-166.922568
1960,-100.657990,-166.744515
1961,-100.739857,-166.577858
1962,-100.848590,-166.427345
1963,-100.981090,-166.297265
1964,-101.133581,-166.191324
1965,-101.301718,-166.112541
1966,-101.480711,-166.063161
1967,-101.665460,-166.044590
1968,-101.850700,-166.057359
1969,-102.031154,-166.101102
1970,-102.201679,-166.174574
1971,-102.357417,-166.275681
1972,-102.493930,-166.401543
1973,-102.607329,-166.548572
1974,-102.694382,-166.712580
1975,-102.752609,-166.888894
1976,-102.780351,-167.072490
1977,-107.625899,-167.406487
1978,-107.690504,-167.228758
1979,-107.784597,-167.064721
1980,-107.905395,-166.919224
1981,-108.049328,-166.796568
1982,-108.212143,-166.700377
1983,-108.389028,-166.633494
1984,-108.574754,-166.597896
1985,-108.763833,-166.594635
1986,-108.950676,-166.623808
1987,-109.129761,-166.684552
1988,-109.295796,-166.775072
1989,-109.443874,-166.892692
1990,-109.569617,-167.033937
1991,-109.669309,-167.194632
1992,-109.740005,-167.370027
1993,-109.779614,-167.554939
1994,-114.650481,-167.890682
1995,-114.721757,-167.724458
1996,-114.819308,-167.572161
1997,-114.940495,-167.437908
1998,-115.082044,-167.325327
1999,-115.240127,-167.237462
2000,-115.410471,-167.176689
2001,-115.588471,-167.144650
2002,-115.769315,-167.142211
2003,-115.948115,-167.169439
2004,-116.120035,-167.225598
2005,-116.280430,-167.309168
2006,-116.424963,-167.417892
2007,-116.549726,-167.548830
2008,-116.651347,-167.698441
2009,-116.727079,-167.862682
2010,-116.774875,-168.037113
2011,-121.679235,-168.375164
2012,-121.762157,-168.210961
2013,-121.871283,-168.062873
2014,-122.003561,-167.935040
2015,-122.155293,-167.831039
2016,-122.322233,-167.753777
2017,-122.499715,-167.705415
2018,-122.682774,-167.687306
2019,-122.866292,-167.699955
2020,-123.045135,-167.743010
2021,-123.214303,-167.815266
2022,-123.369064,-167.914703
2023,-123.505091,-168.038539
2024,-123.618579,-168.183312
2025,-123.706355,-168.344972
2026,-123.765963,-168.518999
2027,-128.712344,-168.859947
2028,-128.807270,-168.698475
2029,-128.928215,-168.555450
2030,-129.071672,-168.435018
2031,-129.233482,-168.340672
2032,-129.408954,-168.275145
2033,-129.592998,-168.240340
2034,-129.780280,-168.237264
2035,-129.965368,-168.266007
2036,-130.142897,-168.325735
2037,-130.307718,-168.414717
2038,-130.455053,-168.530373
2039,-130.580630,-168.669349
2040,-130.680807,-168.827616
2041,-130.752681,-169.000584
2042,-135.750205,-169.345057
2043,-135.857529,-169.187191
2044,-135.990530,-169.050257
2045,-136.145202,-168.938379
2046,-136.316886,-168.854925
2047,-136.500414,-168.802410
2048,-136.690257,-168.782415
2049,-136.880698,-168.795542
2050,-137.066002,-168.841396
2051,-137.240588,-168.918595
2052,-137.399199,-169.024815
2053,-137.537058,-169.156857
2054,-137.650013,-169.310744
2055,-137.734662,-169.481843
2056,-142.793189,-169.830520
2057,-142.903119,-169.688281
2058,-143.034748,-169.565846
2059,-143.184563,-169.466487
2060,-143.348560,-169.392855
2061,-143.522360,-169.346919
2062,-143.701321,-169.329905
2063,-143.880664,-169.342267
2064,-144.055598,-169.383675
2065,-144.221452,-169.453023
2066,-144.373795,-169.548459
2067,-144.508560,-169.667434
2068,-144.622146,-169.806771
2069,-144.711520,-169.962748
2070,-149.841775,-170.316369
2071,-149.962948,-170.180276
2072,-150.104926,-170.066054
2073,-150.263812,-169.976838
2074,-150.435246,-169.915075
2075,-150.614525,-169.882462
2076,-150.796727,-169.879892
2077,-150.976854,-169.907437
2078,-151.149962,-169.964340
2079,-151.311301,-170.049040
2080,-151.456443,-170.159212
2081,-151.581406,-170.291834
2082,-151.682761,-170.443266
2083,-156.896851,-170.802666
2084,-157.029197,-170.674174
2085,-157.181154,-170.569603
2086,-157.348448,-170.491895
2087,-157.526375,-170.443235
2088,-157.709931,-170.424990
2089,-157.893956,-170.437675
2090,-158.073273,-170.480932
2091,-158.242840,-170.553544
2092,-158.397890,-170.653471
2093,-158.534062,-170.777902
2094,-158.647527,-170.923338
2095,-163.959411,-171.289479
2096,-164.102576,-171.170353
2097,-164.263786,-171.077087
2098,-164.438420,-171.012355
2099,-164.621471,-170.978013
2100,-164.807692,-170.975044
2101,-164.991745,-171.003535
2102,-165.168353,-171.062668
2103,-165.332454,-171.150749
2104,-165.479343,-171.265251
2105,-165.604809,-171.402894
2106,-171.031008,-171.776914
2107,-171.184107,-171.669375
2108,-171.353217,-171.589337
2109,-171.533444,-171.539115
2110,-171.719576,-171.520163
2111,-171.906227,-171.533029
2112,-172.087998,-171.577340
2113,-172.259630,-171.651815
2114,-172.416159,-171.754299
2115,-172.553055,-171.881827
2116,-178.113934,-172.265131
2117,-178.275076,-172.171986
2118,-178.449616,-172.107343
2119,-178.632555,-172.073053
2120,-178.818657,-172.070097
2121,-179.002593,-172.098559
2122,-179.179098,-172.157626
2123,-179.343117,-172.245605
2124,-179.489955,-172.359978
2125,-185.212608,-172.754433
2126,-185.377723,-172.679441
2127,-185.552915,-172.632596
2128,-185.733423,-172.615172
2129,-185.914341,-172.627643
2130,-186.090752,-172.669668
2131,-186.257860,-172.740107
2132,-186.411124,-172.837045
2133,-192.335403,-173.245397
2134,-192.495391,-173.193472
2135,-192.661424,-173.166546
2136,-192.829622,-173.165249
2137,-192.996052,-173.189611
2138,-193.156821,-173.239063
2139,-193.308171,-173.312449
2140,-289.639104,-179.952409
2141,-289.628869,-178.949330
2142,-81.278616,-164.588032
2143,-81.111313,-164.495880
2144,-80.930593,-164.434059
2145,-80.741903,-164.404431
2146,-80.550932,-164.407889
2147,-80.363438,-164.444330
2148,-80.185075,-164.512655
2149,-74.367819,-164.111680
2150,-74.227065,-164.011313
2151,-74.072324,-163.934238
2152,-73.907418,-163.882358
2153,-73.736421,-163.856955
2154,-73.563555,-163.858656
2155,-73.393091,-163.887419
2156,-73.229239,-163.942534
2157,-73.076044,-164.022640
2158,-67.438151,-163.634027
2159,-67.304432,-163.518730
2160,-67.153990,-163.426313
2161,-66.990698,-163.359156
2162,-66.818766,-163.318989
2163,-66.642622,-163.306848
2164,-66.466805,-163.323044
2165,-66.295844,-163.367162
2166,-66.134144,-163.438064
2167,-65.985870,-163.533924
2168,-60.495246,-163.155462
2169,-60.371036,-163.028633
2170,-60.228043,-162.923436
2171,-60.069990,-162.842610
2172,-59.900994,-162.788260
2173,-59.725456,-162.761802
2174,-59.547948,-162.763925
2175,-59.373093,-162.794574
2176,-59.205445,-162.852950
2177,-59.049370,-162.937533
2178,-58.908933,-163.046120
2179,-53.542239,-162.676201
2180,-53.428679,-162.540390
2181,-53.294802,-162.424555
2182,-53.144077,-162.331697
2183,-52.980408,-162.264220
2184,-52.808034,-162.223872
2185,-52.631421,-162.211698
2186,-52.455141,-162.228014
2187,-52.283762,-162.272397
2188,-52.121722,-162.343697
2189,-51.973218,-162.440067
2190,-51.842097,-162.559013
2191,-46.580991,-162.196372
2192,-46.468127,-162.041444
2193,-46.330081,-161.908460
2194,-46.171046,-161.801459
2195,-45.995851,-161.723690
2196,-45.809817,-161.677514
2197,-45.618590,-161.664333
2198,-45.427979,-161.684547
2199,-45.243771,-161.737543
2200,-45.071559,-161.821712
2201,-44.916573,-161.934497
2202,-44.783519,-162.072474
2203,-39.612908,-161.716071
2204,-39.513056,-161.556156
2205,-39.387363,-161.415640
2206,-39.239522,-161.298651
2207,-39.073875,-161.208626
2208,-38.895289,-161.148208
2209,-38.709008,-161.119174
2210,-38.520506,-161.122375
2211,-38.335319,-161.157718
2212,-38.158887,-161.224164
2213,-37.996392,-161.319762
2214,-37.852609,-161.441703
2215,-37.731760,-161.586406
2216,-32.638803,-161.235356
2217,-32.551624,-161.071747
2218,-32.438208,-160.925103
2219,-32.301776,-160.799587
2220,-32.146204,-160.698765
2221,-31.975910,-160.625501
2222,-31.795730,-160.581875
2223,-31.610783,-160.569127
2224,-31.426322,-160.587618
2225,-31.247586,-160.636824
2226,-31.079651,-160.715347
2227,-30.927288,-160.820957
2228,-30.794825,-160.950654
2229,-30.686022,-161.100753
2230,-25.659285,-160.754267
2231,-25.584380,-160.588040
2232,-25.483047,-160.436470
2233,-25.358069,-160.303720
2234,-25.212881,-160.193436
2235,-25.051470,-160.108650
2236,-24.878272,-160.051690
2237,-24.698044,-160.024122
2238,-24.515738,-160.026701
2239,-24.336362,-160.059359
2240,-24.164845,-160.121197
2241,-24.005898,-160.210516
2242,-23.863889,-160.324864
2243,-23.742717,-160.461097
2244,-23.645713,-160.615474
2245,-18.674908,-160.272844
2246,-18.611884,-160.104852
2247,-18.522388,-159.949340
2248,-18.408801,-159.810447
2249,-18.274145,-159.691868
2250,-18.122003,-159.596757
2251,-17.956422,-159.527644
2252,-17.781809,-159.486370
2253,-17.602809,-159.474032
2254,-17.424184,-159.490958
2255,-17.250687,-159.536698
2256,-17.086934,-159.610035
2257,-16.937282,-159.709017
2258,-16.805713,-159.831012
2259,-16.695726,-159.972773
2260,-16.610249,-160.130529
2261,-11.310733,-159.765241
2262,-11.379498,-158.767608
2263,-289.618634,-177.946252
2264,-289.608399,-176.943174
2265,-11.448264,-157.769975
2266,-11.517029,-156.772342
2267,-289.598164,-175.940095
2268,-289.587928,-174.937017
2269,-10.761254,-155.717875
2270,-10.830019,-154.720242
2271,-289.577693,-173.933939
2272,-289.567458,-172.930861
2273,-10.898784,-153.722609
2274,-10.967550,-152.724977
2275,-255.123586,-169.554319
2276,-255.282104,-169.635684
2277,-255.451679,-169.690388
2278,-255.627861,-169.716998
2279,-255.806028,-169.714813
2280,-255.981505,-169.683892
2281,-256.149687,-169.625047
2282,-262.026876,-170.030153
2283,-262.184103,-170.133872
2284,-262.356721,-170.209247
2285,-262.539666,-170.254068
2286,-262.727577,-170.267021
2287,-262.914942,-170.247725
2288,-263.096268,-170.196747
2289,-263.266239,-170.115581
2290,-268.951965,-170.507490
2291,-269.100983,-170.627691
2292,-269.268585,-170.720233
2293,-269.449695,-170.782313
2294,-269.638826,-170.812050
2295,-269.830247,-170.808544
2296,-270.018162,-170.771900
2297,-270.196877,-170.703229
2298,-270.360978,-170.604611
2299,-275.891446,-170.985819
2300,-276.029431,-171.118491
2301,-276.188325,-171.225233
2302,-276.363319,-171.302814
2303,-276.549112,-171.348883
2304,-276.740078,-171.362046
2305,-276.930435,-171.341904
2306,-277.114418,-171.289067
2307,-277.286456,-171.205136
2308,-277.441338,-171.092651
2309,-282.841771,-171.464896
2310,-282.967575,-171.607084
2311,-283.115955,-171.725523
2312,-283.282490,-171.816683
2313,-283.462220,-171.877851
2314,-283.649791,-171.907202
2315,-283.839615,-171.903864
2316,-284.026037,-171.867935
2317,-284.203505,-171.800486
2318,-284.366732,-171.703526
2319,-284.510856,-171.579943
2320,-289.557223,-171.927782
2321,-289.546988,-170.924704
2322,-284.804816,-170.597833
2323,-284.751658,-170.413748
2324,-284.667364,-170.241681
2325,-284.554490,-170.086851
2326,-284.416462,-169.953956
2327,-284.257467,-169.847029
2328,-284.082330,-169.769314
2329,-283.896364,-169.723168
2330,-283.705211,-169.709992
2331,-283.514673,-169.730186
2332,-283.330529,-169.783136
2333,-283.158367,-169.867237
2334,-283.003410,-169.979937
2335,-282.870360,-170.117816
2336,-282.763254,-170.276690
2337,-282.685342,-170.451740
2338,-277.810147,-170.115700
2339,-277.769297,-169.932272
2340,-277.697820,-169.758474
2341,-277.597804,-169.599379
2342,-277.472168,-169.459629
2343,-277.324577,-169.343304
2344,-277.159341,-169.253798
2345,-276.981280,-169.193723
2346,-276.795592,-169.164834
2347,-276.607697,-169.167973
2348,-276.423078,-169.203048
2349,-276.247123,-169.269036
2350,-276.084968,-169.364011
2351,-275.941345,-169.485201
2352,-275.820446,-169.629069
2353,-275.725800,-169.791416
2354,-275.660169,-169.967505
2355,-270.811454,-169.633289
2356,-270.782407,-169.451014
2357,-270.723291,-169.276162
2358,-270.635771,-169.113656
2359,-270.522312,-168.968070
2360,-270.386108,-168.843506
2361,-270.230993,-168.743468
2362,-270.061336,-168.670775
2363,-269.881912,-168.627473
2364,-269.697774,-168.614781
2365,-269.514105,-168.633055
2366,-269.336079,-168.681783
2367,-269.168705,-168.759592
2368,-269.016698,-168.864291
2369,-268.884337,-168.992932
2370,-268.775348,-169.141893
2371,-268.692801,-169.306981
2372,-268.639019,-169.483546
2373,-263.808861,-169.150610
2374,-263.791160,-168.969948
2375,-263.743987,-168.794657
2376,-263.668628,-168.629511
2377,-263.567136,-168.479007
2378,-263.442272,-168.347244
2379,-263.297439,-168.237811
2380,-263.136581,-168.153688
2381,-262.964078,-168.097165
2382,-262.784628,-168.069782
2383,-262.603118,-168.072284
2384,-262.424491,-168.104604
2385,-262.253611,-168.165862
2386,-262.095133,-168.254388
2387,-261.953373,-168.367773
2388,-261.832190,-168.502928
2389,-261.734884,-168.656172
2390,-261.664107,-168.823333
2391,-261.621786,-168.999858
2392,-256.802452,-168.667668
2393,-256.794500,-168.479150
2394,-256.754446,-168.294765
2395,-256.683471,-168.119938
2396,-256.583661,-167.959813
2397,-256.457955,-167.819100
2398,-256.310050,-167.701941
2399,-256.144298,-167.611782
2400,-255.965577,-167.551277
2401,-255.779145,-167.522205
2402,-255.590487,-167.525423
2403,-255.405155,-167.560834
2404,-255.228601,-167.627398
2405,-255.066020,-167.723156
2406,-254.922195,-167.845290
2407,-254.801360,-167.990207
2408,-254.707068,-168.153642
2409,-254.642095,-168.330788
2410,-254.608352,-168.516432
2411,-249.792259,-168.184465
2412,-249.757224,-168.368820
2413,-249.691365,-168.544537
2414,-249.596596,-168.706503
2415,-249.475677,-168.850004
2416,-249.332126,-168.970864
2417,-249.170120,-169.065565
2418,-248.994376,-169.131352
2419,-248.810007,-169.166310
2420,-248.622378,-169.169422
2421,-248.436951,-169.140596
2422,-248.259122,-169.080672
2423,-248.094066,-168.991394
2424,-247.946587,-168.875361
2425,-247.820976,-168.735948
2426,-247.720889,-168.577213
2427,-247.649239,-168.403776
2428,-247.608112,-168.220684
2429,-247.598703,-168.033266
2430,-242.778294,-167.701002
2431,-242.731372,-167.886247
2432,-242.653098,-168.060576
2433,-242.545835,-168.218728
2434,-242.412820,-168.355930
2435,-242.258067,-168.468041
2436,-242.086247,-168.551678
2437,-241.902544,-168.604317
2438,-241.712504,-168.624368
2439,-241.521861,-168.611227
2440,-241.336369,-168.565291
2441,-241.161626,-168.487945
2442,-241.002906,-168.381525
2443,-240.864999,-168.249241
2444,-240.752067,-168.095086
2445,-240.667517,-167.923713
2446,-240.613903,-167.740293
2447,-240.592841,-167.550362
2448,-235.760487,-167.217274
2449,-235.705615,-167.392348
2450,-235.622407,-167.555867
2451,-235.513178,-167.703280
2452,-235.380966,-167.830489
2453,-235.229450,-167.933952
2454,-235.062844,-168.010793
2455,-234.885784,-168.058873
2456,-234.703196,-168.076855
2457,-234.520159,-168.064238
2458,-234.341764,-168.021374
2459,-234.172976,-167.949455
2460,-234.018489,-167.850482
2461,-233.882601,-167.727208
2462,-233.769093,-167.583063
2463,-233.681123,-167.422057
2464,-233.621137,-167.248668
2465,-233.590805,-167.067721
2466,-228.738766,-166.733276
2467,-228.672132,-166.907720
2468,-228.576951,-167.068379
2469,-228.455967,-167.210623
2470,-228.312666,-167.330353
2471,-228.151177,-167.424119
2472,-227.976155,-167.489218
2473,-227.792644,-167.523775
2474,-227.605931,-167.526793
2475,-227.421399,-167.498186
2476,-227.244364,-167.438777
2477,-227.079929,-167.350280
2478,-226.932833,-167.235243
2479,-226.807314,-167.096984
2480,-226.706991,-166.939485
2481,-226.634754,-166.767286
2482,-226.592684,-166.585350
2483,-221.713035,-166.249002
2484,-221.634232,-166.422261
2485,-221.526741,-166.579341
2486,-221.393782,-166.715540
2487,-221.239335,-166.826779
2488,-221.068023,-166.909729
2489,-220.884977,-166.961906
2490,-220.695676,-166.981747
2491,-220.505790,-166.968658
2492,-220.321002,-166.923032
2493,-220.146846,-166.846234
2494,-219.988535,-166.740563
2495,-219.850811,-166.609185
2496,-219.737796,-166.456031
2497,-219.652875,-166.285688
2498,-219.598589,-166.103257
2499,-214.683043,-165.764435
2500,-214.598617,-165.924938
2501,-214.488966,-166.069389
2502,-214.357072,-166.193861
2503,-214.206519,-166.294969
2504,-214.041399,-166.369967
2505,-213.866201,-166.416816
2506,-213.685686,-166.434241
2507,-213.504762,-166.421771
2508,-213.328345,-166.379742
2509,-213.161232,-166.309299
2510,-213.007964,-166.212355
2511,-212.872707,-166.091545
2512,-212.759138,-165.950155
2513,-212.670344,-165.792025
2514,-212.608739,-165.621456
2515,-207.648568,-165.279558
2516,-207.552406,-165.436948
2517,-207.431299,-165.576059
2518,-207.288651,-165.692979
2519,-207.128472,-165.784421
2520,-206.955267,-165.847814
2521,-206.773905,-165.881377
2522,-206.589484,-165.884165
2523,-206.407190,-165.856100
2524,-206.232148,-165.797971
2525,-206.069278,-165.711412
2526,-205.923161,-165.598857
2527,-205.797904,-165.463471
2528,-205.697029,-165.309059
2529,-205.623371,-165.139964
2530,-200.609275,-164.794349
2531,-200.501054,-164.947732
2532,-200.368328,-165.080480
2533,-200.214964,-165.188729
2534,-200.045428,-165.269324
2535,-199.864656,-165.319919
2536,-199.677914,-165.339041
2537,-199.490640,-165.326132
2538,-199.308288,-165.281569
2539,-199.136168,-165.206650
2540,-198.979293,-165.103555
2541,-198.842231,-164.975289
2542,-198.728975,-164.825585
2543,-198.642822,-164.658804
2544,-193.564782,-164.308782
2545,-193.444196,-164.457122
2546,-193.299748,-164.582344
2547,-193.135801,-164.680667
2548,-192.957307,-164.749120
2549,-192.769658,-164.785636
2550,-192.578519,-164.789112
2551,-192.389666,-164.759444
2552,-192.208801,-164.697526
2553,-192.041387,-164.605230
2554,-191.892482,-164.485343
2555,-191.766581,-164.341486
2556,-191.667488,-164.178004
2557,-186.514365,-163.822806
2558,-186.393198,-163.953888
2559,-186.252425,-164.063645
2560,-186.095754,-164.149189
2561,-185.927309,-164.208267
2562,-185.751527,-164.239322
2563,-185.573037,-164.241536
